codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
2723,DISCO PASTEL DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 26 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2722,DISCO PASTEL DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 30 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2715,DISCO SOL DORADO DE 20 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 20 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 20 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2716,DISCO SOL DORADO DE 22 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 22 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 22 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2717,DISCO SOL DORADO DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 24 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2718,DISCO SOL DORADO DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 26 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2720,DISCO SOL DORADO DE 28 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 28 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 28 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2721,DISCO SOL DORADO DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 30 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2161,DISCO SOL DORADO DE 34 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 34 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 34 CM X10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2729,PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2727,PIROTINES Nº 5 LISO SURTIDO X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 5 LISO SURTIDO X 1000 UNI, marca MOLDPACK, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 5 LISO SURTIDO X 1000 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2406,PIROTINES Nº 8 BLANCO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 BLANCO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 BLANCO X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2731,PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2728,PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2787,PIROTINES Nº 8 METALIZADO DORADO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO DORADO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO DORADO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2739,PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2786,PIROTINES Nº 8 METALIZADO PLATA X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO PLATA X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO PLATA X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2143,PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2737,PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2732,PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2003,PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
1917,PIROTINES Nº 8 SURTIDO PASTEL X 500 UN,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO PASTEL X 500 UN, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO PASTEL X 500 UN. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2914,PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI.,"Base o accesorio de pastelería PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI., marca MOLDPACK, x255 unidades.",Vela / accesorio de torta: PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI.. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2584,PIROTINES Nº10 BLANCO 35 GRS X1000 UNI,"Base o accesorio de pastelería PIROTINES Nº10 BLANCO 35 GRS X1000 UNI, marca MOLDPACK, 35 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº10 BLANCO 35 GRS X1000 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2405,PIROTINES Nº10 BLANCO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 BLANCO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 BLANCO X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2735,PIROTINES Nº10 COLORES FLUO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 COLORES FLUO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 COLORES FLUO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2002,PIROTINES Nº10 COLORES PASTEL X 500,"Base o accesorio de pastelería PIROTINES Nº10 COLORES PASTEL X 500, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº10 COLORES PASTEL X 500. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2789,PIROTINES Nº10 COLORES ROCOSOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº10 COLORES ROCOSOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº10 COLORES ROCOSOS X 510 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2862,PIROTINES Nº10 FLORES X 255 UNI,"Base o accesorio de pastelería PIROTINES Nº10 FLORES X 255 UNI, marca MOLDPACK, x255 unidades.",Vela / accesorio de torta: PIROTINES Nº10 FLORES X 255 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2730,PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
1918,PIROTINES Nº10 LISOS SURTIDOS X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 LISOS SURTIDOS X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 LISOS SURTIDOS X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2738,PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2788,PIROTINES Nº10 METALIZADO PLATA X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO PLATA X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO PLATA X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2142,PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
1911,PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN,"Base o accesorio de pastelería PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2736,PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2734,PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2733,PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2051,RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN.,"Base o accesorio de pastelería RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN., marca MOLDPACK, x15 unidades.",Vela / accesorio de torta: RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN.. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2880,TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES.,"Base o accesorio de pastelería TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES., marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES.. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2397,VELA BLANCAS C/ESTRELLAS AZULES Y CELESTES X 8 UNI,"Base o accesorio de pastelería VELA BLANCAS C/ESTRELLAS AZULES Y CELESTES X 8 UNI, marca PARTY STORE, x8 unidades.",Vela / accesorio de torta: VELA BLANCAS C/ESTRELLAS AZULES Y CELESTES X 8 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2545,VELA C/ PORTAVELA CELESTE X 24 UNIDADES,"Base o accesorio de pastelería VELA C/ PORTAVELA CELESTE X 24 UNIDADES, marca TUKY, x24 unidades.",Vela / accesorio de torta: VELA C/ PORTAVELA CELESTE X 24 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2546,VELA C/ PORTAVELA ROSA X 24 UNIDADES,"Base o accesorio de pastelería VELA C/ PORTAVELA ROSA X 24 UNIDADES, marca TUKY, x24 unidades.",Vela / accesorio de torta: VELA C/ PORTAVELA ROSA X 24 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2798,VELA FINITA GIBRE BLANCA X 12 UNIDADES,"Base o accesorio de pastelería VELA FINITA GIBRE BLANCA X 12 UNIDADES, marca PARTY STORE, x12 unidades.",Vela / accesorio de torta: VELA FINITA GIBRE BLANCA X 12 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2799,VELA FINITA GIBRE CELESTE X 12 UNIDADES,"Base o accesorio de pastelería VELA FINITA GIBRE CELESTE X 12 UNIDADES, marca PARTY STORE, x12 unidades.",Vela / accesorio de torta: VELA FINITA GIBRE CELESTE X 12 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2800,VELA FINITA GIBRE DORADA X 12 UNIDADES,"Base o accesorio de pastelería VELA FINITA GIBRE DORADA X 12 UNIDADES, marca PARTY STORE, x12 unidades.",Vela / accesorio de torta: VELA FINITA GIBRE DORADA X 12 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2576,VELA FINITA GIBRE ROSA X 12 UNIDADES,"Base o accesorio de pastelería VELA FINITA GIBRE ROSA X 12 UNIDADES, marca PARTY STORE, x12 unidades.",Vela / accesorio de torta: VELA FINITA GIBRE ROSA X 12 UNIDADES. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2699,VELA FINITAS DE 17 CM X 24 UNI MULTICOLOR,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI MULTICOLOR, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI MULTICOLOR. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2517,VELA FINITAS DE 17 CM X 24 UNI NEON,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI NEON, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI NEON. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
1936,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS MULTICOLOR,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS MULTICOLOR, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS MULTICOLOR. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2581,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS BLANCA,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS BLANCA, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS BLANCA. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2382,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS CELESTE,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS CELESTE, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS CELESTE. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2583,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NEGRAS,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NEGRAS, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NEGRAS. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2801,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NENA,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NENA, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS NENA. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2582,VELA FINITAS DE 17 CM X 24 UNI TORNEADAS ROSA,"Base o accesorio de pastelería VELA FINITAS DE 17 CM X 24 UNI TORNEADAS ROSA, marca PARTY STORE, x24 unidades.",Vela / accesorio de torta: VELA FINITAS DE 17 CM X 24 UNI TORNEADAS ROSA. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2516,"VELA FINITAS17 CM X 24 UNI TORNEADA, VARON","Base o accesorio de pastelería VELA FINITAS17 CM X 24 UNI TORNEADA, VARON, marca PARTY STORE, x24 unidades.","Vela / accesorio de torta: VELA FINITAS17 CM X 24 UNI TORNEADA, VARON. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.",
2518,VELA GIBRE CELESTE Nº 0,"Base o accesorio de pastelería VELA GIBRE CELESTE Nº 0, marca TUKY.",Vela / accesorio de torta: VELA GIBRE CELESTE Nº 0. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2524,VELA GIBRE CELESTE Nº 5,"Base o accesorio de pastelería VELA GIBRE CELESTE Nº 5, marca TUKY.",Vela / accesorio de torta: VELA GIBRE CELESTE Nº 5. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2526,VELA GIBRE CELESTE Nº 7,"Base o accesorio de pastelería VELA GIBRE CELESTE Nº 7, marca TUKY.",Vela / accesorio de torta: VELA GIBRE CELESTE Nº 7. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2527,VELA GIBRE CELESTE Nº 8,"Base o accesorio de pastelería VELA GIBRE CELESTE Nº 8, marca TUKY.",Vela / accesorio de torta: VELA GIBRE CELESTE Nº 8. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2528,VELA GIBRE CELESTE Nº 9,"Base o accesorio de pastelería VELA GIBRE CELESTE Nº 9, marca TUKY.",Vela / accesorio de torta: VELA GIBRE CELESTE Nº 9. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2529,VELA GIBRE ROSA Nº 0,"Base o accesorio de pastelería VELA GIBRE ROSA Nº 0, marca TUKY.",Vela / accesorio de torta: VELA GIBRE ROSA Nº 0. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2533,VELA GIBRE ROSA Nº 4,"Base o accesorio de pastelería VELA GIBRE ROSA Nº 4, marca TUKY.",Vela / accesorio de torta: VELA GIBRE ROSA Nº 4. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2535,VELA GIBRE ROSA Nº 6,"Base o accesorio de pastelería VELA GIBRE ROSA Nº 6, marca TUKY.",Vela / accesorio de torta: VELA GIBRE ROSA Nº 6. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2536,VELA GIBRE ROSA Nº 7,"Base o accesorio de pastelería VELA GIBRE ROSA Nº 7, marca TUKY.",Vela / accesorio de torta: VELA GIBRE ROSA Nº 7. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2509,VELA LARGA CELESTES LUNARES RAYA Y PLATA X 10 UNI,"Base o accesorio de pastelería VELA LARGA CELESTES LUNARES RAYA Y PLATA X 10 UNI, marca PARTY STORE, x10 unidades.",Vela / accesorio de torta: VELA LARGA CELESTES LUNARES RAYA Y PLATA X 10 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2874,VELA LARGA GIBRE BICOLOR CELESTE X 16 UNI,"Base o accesorio de pastelería VELA LARGA GIBRE BICOLOR CELESTE X 16 UNI, marca PARTY STORE, x16 unidades.",Vela / accesorio de torta: VELA LARGA GIBRE BICOLOR CELESTE X 16 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
2875,VELA LARGA GIBRE BICOLOR MULTICOLOR X 16 UNI,"Base o accesorio de pastelería VELA LARGA GIBRE BICOLOR MULTICOLOR X 16 UNI, marca PARTY STORE, x16 unidades.",Vela / accesorio de torta: VELA LARGA GIBRE BICOLOR MULTICOLOR X 16 UNI. Marca PIROTINES. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,
